5659	等級	字行	詞性	韓文	中文	拼寫	字源	韓文片語	中文解釋	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	初級	ㅎ	名詞	형	哥哥	V		[형]	哥哥		人	家族				人_家族	人_家族_	弟が実の兄やを親しい先輩呼ぶときに使う呼び名 	兄弟	老虎	湖水
	初級	ㅎ	名詞	형제	兄弟	V		[형제]	兄弟		人	家族				人_家族	人_家族_	兄弟 	老虎	湖水	紅茶
文法	初級			-ㄴ데	所以-	V				558	文法	假設與背景	0			文法_假設與背景	文法_假設與背景_0				
文法	初級			-면	假如 – 的話	V				#N/A	文法	假設與背景	#N/A			文法_假設與背景	#N/A				
文法	初級			-려면	想要 – 的話	V				#N/A	文法	假設與背景	#N/A			文法_假設與背景	#N/A				
文法	初級			-아/어도	即使 – 也	V				#N/A	文法	假設與背景	#N/A			文法_假設與背景	#N/A				
文法	初級			-니까	ㅡ - 就發現	V				#N/A	文法	假設與背景				文法_假設與背景	文法_假設與背景_				
	初級	ㄱ	名詞	감기	感冒	V		[감기]에 걸리다	患「感冒」		人	健康				人_健康	人_健康_	風邪 	感冒藥	感謝	馬鈴薯
	初級	ㄱ	名詞	감기약	感冒藥	V		[감기약]을 먹다	服「感冒藥」		人	健康				人_健康	人_健康_	風邪薬 	感謝	馬鈴薯	價錢
	初級	ㄱ	名詞	건강	健康	V		[건강]이 나빠지다	「健康」變差		人	健康				人_健康	人_健康_	健康 	對面	腳步	檢查
	初級	ㄱ	名詞	기침	咳嗽	V		[기침]이 나다	咳嗽		人	健康				人_健康	人_健康_	咳 	吉他	機會	緊張
	初級	ㄴ	動詞	낫다	痊癒	V		병이 [낫다]	病「痊癒」		人	健康				人_健康	人_健康_		提出	下去	下來
	初級	ㄴ	形容詞	낫다	好的	V		더 [낫다]	更「好的」		人	健康				人_健康	人_健康_		提出	下去	下來
	初級	ㄴ	名詞	내과	內科	V		[내과]:병원	內科		人	健康				人_健康	人_健康_	内科 	內容	鍋	味道
	初級	ㄷ	名詞	다이어트	減肥	V		[다이어트]에 성공하다	「減肥」成功		人	健康				人_健康	人_健康_	ダイエット 	單純	單詞	扣子
	初級	ㄷ	動詞	다치다	受傷	V		팔을 [다치다]	腳「受傷」		人	健康				人_健康	人_健康_	怪我をする、傷つく 	耗盡	擦	關
	初級	ㅂ	名詞	배탈	拉肚子	V		[배탈]이 나다	拉肚子		人	健康				人_健康	人_健康_	腹痛 	蛇	習慣	公車
	初級	ㅂ	名詞	병	病	V		[병]에 걸리다	患「病」		人	健康				人_健康	人_健康_	～本 	星星	探病	醫院
	初級	ㅂ	名詞	병문안	探病	V	病問安	[병문안]을 가다	去「探病」		人	健康				人_健康	人_健康_	病気見舞い 	醫院	紫色	複習
	初級	ㅂ	名詞	병원	醫院	V		[병원]에 가다	去「醫院」		人	健康				人_健康	人_健康_	病院 	紫色	複習	炒飯
	初級	ㅅ	名詞	상처	傷口	V		[상처]가 낫다	「傷口」癒合		人	健康				人_健康	人_健康_	怪我 	生菜	產品	鳥
	初級	ㅅ	名詞	소화제	消化藥	V		[소화제]:약	消化藥		人	健康				人_健康	人_健康_		裡	速度	內衣
	初級	ㅅ	名詞	수술	手術	V		[수술]을 받다	接受「手術」		人	健康				人_健康	人_健康_	手術 	上課	游泳	泳裝
	初級	ㅇ	名詞	약	藥	V		[약]을 먹다	服「藥」		人	健康				人_健康	人_健康_	薬 	任何	什麼	一些
	初級	ㅇ	名詞	열	燒	V		[열]이 나다	發「燒」		人	健康				人_健康	人_健康_	熱 	鑰匙	火車	十天
	初級	ㅇ	名詞	입원	入院	V		[입원] 환자	「入院」患者		人	健康				人_健康	人_健康_	入院 	入場卷	入學	入學考試
	初級	ㅈ	名詞	정형외과	整型外科	V		[정형외과]에서 치료하다	在「整型外科」治療		人	健康				人_健康	人_健康_	整形外科 	正確	標題	濟州島
	初級	ㅈ	名詞	주사	注射	V		[주사]를 맞다	接受「注射」		人	健康				人_健康	人_健康_	酒邪 	寫地址	果汁	周圍
	初級	ㅊ	名詞	치과	牙科	V		[치과]	牙科		人	健康				人_健康	人_健康_	歯科 	治療	裙子	牙膏
	初級	ㅊ	名詞	치료	治療	V		[치료]를 받다	接受「治療」		人	健康				人_健康	人_健康_	治療 	裙子	牙膏	雞肉
	初級	ㅌ	名詞	퇴원	出院	V		[퇴원] 수속	「出院」手續		人	健康				人_健康	人_健康_	退院 	油炸食物	卡車	T恤
	初級	ㅎ	名詞	환자	病人	V		[환자]을 돌보다	照顧「病人」		人	健康				人_健康	人_健康_	患者 	換匯	公司	會社員
	初級	ㄱ	名詞	기숙사	宿舍	V		[기숙사]에서 살다	住「宿舍」		育	教學	場所			育_教學	育_教學_場所	寮 	記憶	氣溫	記者
	初級	ㅇ	名詞	운동장	操場	V		[운동장]을 뛰다	在「操場」跑		育	教學	場所			育_教學	育_教學_場所	運動場 	運動鞋	駕駛	司機
	初級	ㅎ	名詞	하숙집	宿舍	V		[하숙집]에 묵다	待「宿舍」		育	教學	場所			育_教學	育_教學_場所	下宿 	學校	學期	學年
	初級	ㅎ	名詞	학교	學校	V		[학교]에 다니다	上「學」		育	教學	場所			育_教學	育_教學_場所	学校 	學期	學年	學生
	初級	ㅇ	名詞	영어	英語	V	英語	[영어]:언어	英語		育	教學	課程			育_教學	育_教學_課程	英語 	零下	電影	電影演員
	初級	ㅇ	名詞	입학	入學	V	入學	대학 [입학]	大學「入學」		育	教學	課程			育_教學	育_教學_課程	入学 	入學考試	葉子	嬰兒
	初級	ㅇ	名詞	입학시험	入學考試	V	入學試驗	[입학시험]에 합격하다	「入學考試」合格		育	教學	課程			育_教學	育_教學_課程		葉子	嬰兒	孩子
	初級	ㅇ	名詞	역사	歷史	V	歷史	한국의 [역사]	韓國「歷史」		育	教學	歷史			育_教學	育_教學_歷史	車にひかれて死ぬこと 	連結	話劇	給聯絡
	初級	ㄱ	名詞	고등학생	中學生	V		[고등학생]이 되다	成為「高中學生」		育	教學				育_教學	育_教學_	高校生 	姑母	苦悶	高速巴士
	初級	ㅇ	名詞	여학생	女學生	V		[여학생]:남학생	女學生		育	教學				育_教學	育_教學_	女子学生 	旅行	旅行社	旅行目的地
	初級	ㅈ	名詞	중학생	中學生	V		[중학생]이 되다	成「中學生」		育	教學				育_教學	育_教學_	中学生 	遲到	錢包	上次
	初級	ㅊ	名詞	초등학생	小學生	V		[초등학생]이 되다	成為「小學生」		育	教學				育_教學	育_教學_	小学生 	草綠色	巧克力	最高
	初級	ㅎ	名詞	학생	學生	V		[학생]을 가르치다	教「學生」		育	教學				育_教學	育_教學_	学生 	學生證	補習班	漢江
	初級	ㄱ	名詞	결석	缺席	V		[결석]을 하다	缺席		育	教學				育_教學	育_教學_	欠席 	決心	決定	結婚
	初級	ㄱ	名詞	고등학교	中學	V		[고등학교]에 입학하다	進「中學」		育	教學				育_教學	育_教學_	高等学校 	中學生	姑母	苦悶
	初級	ㄱ	名詞	공부	學習	V	工夫	[공부]를 하다	「工夫」（學習）		育	教學				育_教學	育_教學_	勉強 	工廠	免費	筆記本
	初級	ㄱ	名詞	교과서	教科書	V		[교과서]에서 배우다	從「教科書」學習		育	教學				育_教學	育_教學_	教科書 	教師	教授	教育
	初級	ㄱ	名詞	교육	教育	V		[교육]을 받다	接受「教育」		育	教學				育_教學	育_教學_	教育 	交通	交通費	交通意外
	初級	ㄱ	名詞	글	字	V		[글]	字		育	教學				育_教學	育_教學_	文、文章 	線	絲	禁止
	初級	ㄱ	名詞	글씨	字	V		[글씨]	字體		育	教學				育_教學	育_教學_	文字 	線	禁止	期限
	初級	ㄱ	名詞	글자	字	V		[글자]	字 (-字）		育	教學				育_教學	育_教學_		禁止	期限	油
	初級	ㄱ	名詞	기말시험	期末考	V		[기말시험]을 보다	考「期末考」		育	教學				育_教學	育_教學_		感覺	喜悅	宿舍
	初級	ㄴ	動詞	내다	提出	V		문제를 [내다]	「提出」問題		育	教學				育_教學	育_教學_		下去	下來	下雨
	初級	ㄴ	名詞	노력	努力	V		[노력]을 하다	努力		育	教學				育_教學	育_教學_	努力 	老人	筆記	綠茶
	初級	ㄴ	名詞	뉴스	新聞	V		[뉴스]를 보다	看「新聞」		育	教學				育_教學	育_教學_	ニュース 	感覺	能力	野菜
	初級	ㄷ	動詞	다니다	去	V		회사에 [다니다]	去「公司」		育	教學				育_教學	育_教學_		受傷	耗盡	擦
	初級	ㄷ	名詞	대학	大學	V		[대학]에 들어가다	進「大學」		育	教學				育_教學	育_教學_	大学 	中學	大學生	研究所
	初級	ㄷ	名詞	대학교	大學	V		[대학교]에 입학하다	進「大學」		育	教學				育_教學	育_教學_	大学 	大學生	研究所	對話
	初級	ㄷ	名詞	대학생	大學生	V		[대학생]이 되다	成為「大學生」		育	教學				育_教學	育_教學_	大学生 	研究所	對話	運動會，錦標賽
	初級	ㄷ	名詞	대학원	研究所	V		[대학원]을 다니다	讀「研究所」		育	教學				育_教學	育_教學_	大学院 	對話	運動會，錦標賽	父母
	初級	ㄷ	名詞	독서	讀書	V		[독서]를 하다	讀書		育	教學				育_教學	育_教學_	読書 	德國	錢	豬排
	初級	ㅁ	名詞	말	說話	V		[말]을 하다	說「話」		育	教學				育_教學	育_教學_	斗 	做	馬來西亞	不要
	初級	ㅁ	動詞	맞다	正確	V		답이 [맞다]	答案「正確」		育	教學				育_教學	育_教學_	ああ、そうだ（何かを思い出したときなどに） 	停	繫	吃飯
	初級	ㅁ	動詞	맞추다	答對	V		답을 [맞추다]	答「對」		育	教學				育_教學	育_教學_		繫	吃飯	停
	初級	ㅁ	名詞	메모	備忘錄	V		[메모]를 하다	記「備忘錄」		育	教學				育_教學	育_教學_		訊息	郵件	幾天
	初級	ㅁ	名詞	메시지	訊息	V		[메시지]를 남기다	留「訊息」		育	教學				育_教學	育_教學_		郵件	幾天	節日
	初級	ㅁ	名詞	메일	郵件	V		[메일]을 쓰다	寫「郵件」		育	教學				育_教學	育_教學_	メール 	幾天	節日	蚊子
	初級	ㅁ	名詞	문제	問題	V		[문제]를 풀다	解「問題」		育	教學				育_教學	育_教學_	問題 	文化	水	東西
	初級	ㅁ	名詞	문화	文化	V		[문화]를 교류하다	「文化」交流		育	教學				育_教學	育_教學_		水	東西	魚
	初級	ㅂ	名詞	반	半個	V		사과 [반]	「半個」蘋果		育	教學				育_教學	育_教學_	半 	塗	反方向	短褲
	初級	ㅂ	名詞	반	班	V		우리 [반]	我們「班」		育	教學				育_教學	育_教學_	半 	塗	反方向	短褲
	初級	ㅂ	動詞	받아쓰다	聽寫	V		노트에 [받아쓰다]	「聽寫」在筆記上		育	教學				育_教學	育_教學_		學	丟	賺
	初級	ㅂ	動詞	배우다	學	V		글을 [배우다]	學「文字」		育	教學				育_教學	育_教學_	習う 	丟	賺	脫掉
	初級	ㅂ	名詞	버릇	習慣	V		[버릇]이 되다	養成「習慣」		育	教學				育_教學	育_教學_		公車	號碼	越南
	初級	ㅂ	名詞	복습	複習	V		[복습]:예습	複習		育	教學				育_教學	育_教學_	復習 	炒飯	原子筆	信
	初級	ㅂ	名詞	봉투	信	V		[봉투]를 열다	拆「信」		育	教學				育_教學	育_教學_	封筒 	父母	夫妻	部份
	初級	ㅂ	形容詞	분명하다	清楚	V		발음이 [분명하다]	發音「很清楚」		育	教學				育_教學	育_教學_		不幸	紅色的	相似
	初級	ㅅ	名詞	사전	字典	V		[사전]을 찾다	查「字典」		育	教學				育_教學	育_教學_	辞書、辞典 	照片	糖果	三天
	初級	ㅅ	名詞	상	得奬	V		[상]을 받다	得「奬」		育	教學				育_教學	育_教學_	お膳 	箱	傷口	生菜
	初級	ㅅ	名詞	성공	成功	V		[성공]:실패	「成功」<> 失敗		育	教學				育_教學	育_教學_		取得成績	姓名	世界
	初級	ㅅ	名詞	성적	取得成績	V		[성적]을 거두다	取得「成績」		育	教學				育_教學	育_教學_	性的 	姓名	世界	拜年
	初級	ㅅ	形容詞	세다	硬	V		주먹이 [세다]	拳頭「硬」		育	教學				育_教學	育_教學_		吆喝	傳聞	受騙
	初級	ㅅ	名詞	수업	上課	V		[수업]을 받다	上「課」		育	教學				育_教學	育_教學_	授業 	游泳	泳裝	游泳池
	初級	ㅅ	名詞	수첩	手冊	V		[수첩]에 쓰다	寫「手冊」		育	教學				育_教學	育_教學_	手帳 	作業	嫩豆腐鍋	排順序
	初級	ㅅ	名詞	숙제	作業	V		[숙제]를 하다	寫「作業」		育	教學				育_教學	育_教學_	宿題 	嫩豆腐鍋	排順序	勺子
	初級	ㅅ	名詞	시험	考試	V		[시험]을 보다	考試		育	教學				育_教學	育_教學_	試験 	家人	麵包	用餐
	初級	ㅅ	名詞	신문	報紙	V		[신문]을 읽다	看「報紙」		育	教學				育_教學	育_教學_	新聞 	鞋	新娘	神父
	初級	ㅇ	名詞	안내문	指示文	V		[안내문]을 받다	收到「指示文」		育	教學				育_教學	育_教學_		安全	裡面	前
	初級	ㅇ	動詞	여쭙다	請教	V		선생님께 [여쭙다]	向老師「請教」		育	教學				育_教學	育_教學_	伺う 	開	開著	上漲
	初級	ㅇ	名詞	연습	練習	V		피아노 [연습]	「練習」鋼琴		育	教學				育_教學	育_教學_	練習 	藝人	鉛筆	連假
	初級	ㅇ	名詞	연필	鉛筆	V		[연필]로 쓰다	用「鉛筆」寫		育	教學				育_教學	育_教學_	鉛筆 	連假	燒	鑰匙
	初級	ㅇ	副詞	열심히	用心地	V		[열심히] 공부하다	「用心」念書		育	教學				育_教學	育_教學_		很久	完全	為什麼
	初級	ㅇ	名詞	엽서	明信片	V		[엽서]를 보내다	寄「明信片」		育	教學				育_教學	育_教學_	はがき 	英國	收據	英語
	初級	ㅇ	名詞	예습	預習	V		[예습]:복습	預習		育	教學				育_教學	育_教學_	予習 	預訂	很久以前	好久不見
	初級	ㅇ	名詞	외국어	外語	V		[외국어]로 말하다	說「外語」		育	教學				育_教學	育_教學_	外国語 	外國人	外出	左手
	初級	ㅇ	動詞	외우다	記	V		단어를 [외우다]	「記」單字		育	教學				育_教學	育_教學_		哭	身體	笑
	初級	ㅇ	名詞	유치원	幼兒園	V		[유치원]에 입학하다	「幼兒園」入學		育	教學				育_教學	育_教學_	幼稚園 	留學	留學生	流行
	初級	ㅇ	名詞	유학	留學	V		[유학]을 가다	去「留學」		育	教學				育_教學	育_教學_	留学 	留學生	流行	天橋
	初級	ㅇ	名詞	의미	意義	V		[의미]가 있다	有「意義」		育	教學				育_教學	育_教學_	意味 	醫生	椅子	牙
	初級	ㅇ	名詞	일기	日記	V		[일기]를 쓰다	寫「日記」		育	教學				育_教學	育_教學_	日記 	日本	部份	日式食物
	初級	ㅇ	動詞	읽다	讀	V		책을 [읽다]	「讀」書		育	教學				育_教學	育_教學_	読む 	問	丟失	忘記
	初級	ㅈ	名詞	잡지	雜誌	V		[잡지]를 보다	看「雜誌」		育	教學				育_教學	育_教學_	雑誌 	雜菜	手套	玩具
	初級	ㅈ	動詞	적다	寫	V		이름을 [적다]	「寫」名字		育	教學				育_教學	育_教學_	数・量・経験などが少ない 	轉	折	定
	初級	ㅈ	形容詞	적다	小	V		양이 [적다]	量「很小」		育	教學				育_教學	育_教學_	数・量・経験などが少ない 	轉	折	定
	初級	ㅈ	名詞	전공	主修	V		[전공]을 결정하다	決定「主修」		育	教學				育_教學	育_教學_	専攻 	電	地鐵	全體
	初級	ㅈ	名詞	점수	分數	V		[점수]가 높다	「分數」高		育	教學				育_教學	育_教學_	点数 	中午	午餐時間	合格
	初級	ㅈ	名詞	정확	正確	V		발음이 [정확]	發音「正確」		育	教學				育_教學	育_教學_		標題	濟州島	小心
	初級	ㅈ	名詞	제목	標題	V		[제목]을 짓다	定「標題」		育	教學				育_教學	育_教學_	題名・タイトル 	濟州島	小心	侄子
	初級	ㅈ	名詞	중학교	進中學	V		[중학교]에 입학하다	進「中學」		育	教學				育_教學	育_教學_	中学校 	中學生	遲到	錢包
	初級	ㅈ	動詞	지우다	擦	V		지우개로 [지우다]	用橡皮「擦」		育	教學				育_教學	育_教學_		保衛	蓋	長
	初級	ㅈ	名詞	질문	問題	V		[질문]에 답하다	回答「問題」		育	教學				育_教學	育_教學_		行李	家	喬遷宴
	初級	ㅊ	名詞	초등학교	小學	V		[초등학교]에 입학하다	進「小學」		育	教學				育_教學	育_教學_	小学校 	小學生	草綠色	巧克力
	初級	ㅊ	名詞	출석	出席	V		[출석]을 부르다	點「名」		育	教學				育_教學	育_教學_	出席 	出入	出入境	出差
	初級	ㅊ	名詞	칠판	黑板	V		[칠판]에 쓰다	寫「黑板」		育	教學				育_教學	育_教學_	黒板 	床	臥室	牙刷
	初級	ㅌ	動詞	틀리다	錯	V		답이 [틀리다]	答案「錯」		育	教學				育_教學	育_教學_		先天	領（薪水）	禁不住
	初級	ㅎ	動詞	하다	做	V		운동을 [하다]	「做」運動		育	教學				育_教學	育_教學_		分開	生氣	放手
	初級	ㅎ	名詞	학기	學期	V		[학기]가 시작되다	「學期」開始了		育	教學				育_教學	育_教學_	学期 	學年	學生	學生證
	初級	ㅎ	名詞	학년	學年	V		새 [학년]	新「學年」		育	教學				育_教學	育_教學_	～年生 	學生	學生證	補習班
	初級	ㅎ	名詞	학생증	學生證	V		[학생증]을 제시하다	秀出「學生證」		育	教學				育_教學	育_教學_	学生証 	補習班	漢江	韓國
	初級	ㅎ	名詞	학원	補習班	V		영어 [학원]	英文「補習班」		育	教學				育_教學	育_教學_	塾 	漢江	韓國	韓國字
	初級	ㅎ	名詞	한글	韓國字	V		[한글]을 쓰다	寫「韓國字」		育	教學				育_教學	育_教學_		韓服	韓食	韓式餐廳
	初級	ㄷ	名詞	단어	單詞	V		[단어]를 외우다	記「單詞」		育	教學				育_教學	育_教學_	単語 	扣子	楓葉	雞蛋
	初級	ㄱ	名詞	계산	結帳	V		[계산]	結帳		行	街道	商店			行_街道	行_街道_商店	計算 	季節	計劃	頭
	初級	ㄱ	名詞	꽃집	花店	V		[꽃집]을 열다	開「花店」		行	街道	商店			行_街道	行_街道_商店	花屋、生花店 	夢	結束	窮困
	初級	ㅁ	名詞	마트	超市	V		[마트]에서 사다	在「超市」買		行	街道	商店			行_街道	行_街道_商店	マート 	馬格利酒	餃子	如果
	初級	ㅂ	名詞	빵집	麵包店	V		[빵집]에서 일하다	在「麵包店」工作		行	街道	商店			行_街道	行_街道_商店	パン屋 	勺子	籃子	針
	初級	ㅅ	名詞	서점	書店	V		[서점]:책방	書店		行	街道	商店			行_街道	行_街道_商店	書店 	西邊	收禮物	前輩
	初級	ㅅ	名詞	세탁소	洗衣店	V		[세탁소]에 옷을 맡기다	把衣服送「洗衣店」		行	街道	商店			行_街道	行_街道_商店	クリーニング店 	中心	牛	介紹
	初級	ㅅ	名詞	술집	酒吧	V		[술집]에서 술을 마시다	在「酒吧」喝酒		行	街道	商店			行_街道	行_街道_商店	飲み屋、居酒屋 	數字	超市	毛衣
	初級	ㅅ	名詞	슈퍼마켓	超市	V		[슈퍼마켓]에서 사다	在「超級市場」買		行	街道	商店			行_街道	行_街道_商店	スーパーマーケット 	毛衣	圍巾	溜冰鞋
	初級	ㅅ	名詞	시장	市場	V		[시장]에 가다	去「市場」		行	街道	商店			行_街道	行_街道_商店	空腹 	市政府	考試	家人
	初級	ㅇ	名詞	약구	藥店	V		[약국]에 가다	去「藥店」		行	街道	商店			行_街道	行_街道_商店		藥師	承諾	襪子
	初級	ㅈ	名詞	주인	主人	V		가게 [주인]	店「主人」		行	街道	商店			行_街道	行_街道_商店		停車	停車場	朱黃色
	初級	ㅋ	名詞	카페	咖啡店	V		[카페]에서 만나다	在「咖啡店」見面		行	街道	商店			行_街道	行_街道_商店	カフェ 	切	刀削麵	加拿大
	初級	ㅋ	名詞	커피숍	咖啡館	V		[커피숍]에서 만나다	在「咖啡館」見面		行	街道	商店			行_街道	行_街道_商店		電腦	杯子	蛋糕
	初級	ㄱ	名詞	거리	大街	V		[거리]	大街		行	街道				行_街道	行_街道_		對面	鏡子	拒絕
	初級	ㄱ	名詞	공장	工廠	V		[공장]에서 일하다	在「工廠」工作		行	街道				行_街道	行_街道_	工場 	免費	筆記本	公休日
	初級	ㄱ	名詞	교통사고	交通意外	V		[교통사고]가 나다	發生「交通意外」		行	街道				行_街道	行_街道_	交通事故 	換貨	教會	遊玩
	初級	ㄱ	名詞	교회	教會	V		[교회]:기독교	「教會」：基督教		行	街道				行_街道	行_街道_	教会 	遊玩	皮鞋	雲
	初級	ㄱ	名詞	극장	劇場	V		[극장]에서 상영하다	在「劇場」上映		行	街道				行_街道	行_街道_	劇場 	附近	字	上演
	初級	ㄱ	名詞	근처	附近	V	近處	집 [근처]	家「附近」		行	街道				行_街道	行_街道_	近所 	遠方	田	字
	初級	ㄱ	名詞	길	道路	V		[길]이 막히다	「道路」擁塞		行	街道				行_街道	行_街道_	道、通り 	長度	海苔	海苔飯卷
	初級	ㄴ	名詞	노래방	KTV	V		[노래방]에 가다	去「KTV」		行	街道				行_街道	行_街道_	カラオケ、カラオケボックス 	努力	老人	筆記
	初級	ㄷ	名詞	다리	橋	V		[다리]를 건너다	過「橋」		行	街道				行_街道	行_街道_	足 	腿	熨	各種
	初級	ㄷ	名詞	도로	道路	V		[도로]를 건너다	越過「道路」		行	街道				行_街道	行_街道_	道路 	反倒	怎麼也	實在
	初級	ㅁ	名詞	목욕탕	浴池	V		[목욕탕]에서 씻다	在「浴池」洗		行	街道				行_街道	行_街道_	銭湯 	目的	身體	蒙古
	初級	ㅂ	名詞	박물관	博物館	V		[박물관]을 구경하다	參觀「博物館」		行	街道				行_街道	行_街道_	博物館 	拍手	外面	半個
	初級	ㅂ	名詞	빌딩	房子	V		[빌딩]을 짓다	蓋「房子」		行	街道				行_街道	行_街道_	ビル 	洗衣服	麵包	麵包店
	初級	ㅅ	名詞	사거리	十字路口	V		[사거리]를 건너다	穿越「十字路口」		行	街道				行_街道	行_街道_	交差点、十字路 	四季	事故	蘋果
	初級	ㅅ	名詞	사고	事故	V		[사고]가 나다	發生「意外」		行	街道				行_街道	行_街道_	事故 	蘋果	人	愛情
	初級	ㅅ	名詞	사무실	辦公室	V		[사무실]에 출근하다	去「辦公室」上班		行	街道				行_街道	行_街道_	事務室 	事業	採用	中間
	初級	ㅅ	名詞	삼거리	三岔路	V		[삼거리]가 나오다	出現「三岔路」		行	街道				行_街道	行_街道_	さんさろ 	五花肉	參雞湯	叔叔
	初級	ㅅ	名詞	신호	紅綠燈	V		[신호]를 기다리다	等「紅綠燈」		行	街道				行_街道	行_街道_		信任	蜜月	打擾一下
	初級	ㅅ	名詞	신호등	紅綠燈	V		[신호등]을 기다리다	等「紅綠燈」		行	街道				行_街道	行_街道_	信号 	蜜月	打擾一下	犯錯
	初級	ㅇ	名詞	아파트	公寓	V		[아파트]에 살다	買「公寓」		行	街道				行_街道	行_街道_	アパート、マンション apartment 	樂器	內	霧
	初級	ㅇ	名詞	육교	天橋	V		[육교]를 건너다	走「天橋」		行	街道				行_街道	行_街道_	歩道橋 	擲骰遊戲	飲料	地下道
	初級	ㅈ	名詞	장소	場所	V		[장소]를 정하다	決定「地點」		行	街道				行_街道	行_街道_	場所 	材料	有趣	打噴嚏
	初級	ㅈ	名詞	정거장	車站	V		버스 [정거장]	公車「車站」		行	街道				行_街道	行_街道_		程度	機場	收拾
	初級	ㅈ	名詞	정류장	車站	V		버스 [정류장]	公車「車站」		行	街道				行_街道	行_街道_	乗り場 	收拾	前門	花園
	初級	ㅈ	名詞	주차	停車	V		[주차] 위반	違規「停車」		行	街道				行_街道	行_街道_	駐車 	停車場	朱黃色	準備
	初級	ㅈ	名詞	주차장	停車場	V		[주차장]에 세우다	停在「停車場」		行	街道				行_街道	行_街道_	駐車場 	朱黃色	準備	繩子
	初級	ㅈ	名詞	지하도	地下道	V		[지하도]를 건너다	穿越「地下道」		行	街道				行_街道	行_街道_	地下道 	地鐵	地鐵站	工作
	初級	ㅈ	名詞	지하철역	地鐵站	V		[지하철역]에 도착하다	到達「地鐵站」		行	街道				行_街道	行_街道_	地下鉄駅 	工作	員工	職場
	初級	ㅎ	名詞	횡단보도	斑馬線	V		[횡단보도]를 건너다	穿越「班馬線」		行	街道				行_街道	行_街道_	横断歩道 	後	新人	假期
文法	初級			-아/어 보다	試著 -	V				#N/A	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
文法	初級			-ㄴ 적이 있다	曾經 -	V				#N/A	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
文法	初級			-ㄴ 적이 없다	不曾 -	V				#N/A	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
文法	初級			-ㄹ까요?	要一起-嗎？	V				#N/A	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
文法	初級			-ㄹ까요?	要我-嗎？	V				834	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
文法	初級			-ㅂ시다	我們-好嗎？	V				#N/A	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
文法	初級			-시겠어요?	您要-嗎？	V				#N/A	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
文法	初級			-ㄹ래요?	要不要-？	V				#N/A	文法	經驗與建議	#N/A			文法_經驗與建議	#N/A				
	初級	ㄱ	感嘆詞	그래	好	V		그래	好		基本	口語				基本_口語	基本_口語_	そう 	嗯	這樣啊	是啊
	初級	ㄱ	感嘆詞	글쎄	這個嘛	V		글쎄	這個嘛		基本	口語				基本_口語	基本_口語_	さあ、 	字	不可以	不是
	初級	ㄱ	感嘆詞	글쎄요	這樣啊	V		글쎄요	這樣啊		基本	口語				基本_口語	基本_口語_	さあ、そうですね。 	是啊	是的	什麼
	初級	ㄷ	名詞	대화	對話	V		[대화]를 나누다	分享「對話」		基本	口語				基本_口語	基本_口語_		運動會，錦標賽	父母	見面
	初級	ㅇ	感嘆詞	아	啊	V		[아]，그래요?	「啊」，這樣嗎？		基本	口語				基本_口語	基本_口語_		不是	嘿	呃
	初級	ㅇ	感嘆詞	아니	不是	V		[아니]:대답	不是		基本	口語				基本_口語	基本_口語_		嘿	呃	喂（電話用語）
	初級	ㅇ	名詞/感嘆詞	안녕	你好	V		친구야! [안녕]	你好		基本	口語				基本_口語	基本_口語_	やあ、おう、よう、おはよう、じゃあね 	滿	前	-天
	初級	ㅇ	副詞	안녕히	再見	V		[안녕히] 계세요	再見		基本	口語				基本_口語	基本_口語_		趕快	總是	多
	初級	ㅇ	動詞	안되다	不行	V		공부가 [안되다]	「學習」不行		基本	口語				基本_口語	基本_口語_		知道	告知	打聽
	初級	ㅇ	感嘆詞	야	嘿	V		[야]，같이 가자	「嘿」，一起去吧		基本	口語				基本_口語	基本_口語_		呃	喂（電話用語）	是的
	初級	ㅇ	名詞	얘기	故事	V		[얘기]를 들려주다	講「故事」		基本	口語				基本_口語	基本_口語_	話、物語 	肩膀	成人	小孩
	初級	ㅇ	感嘆詞	어	呃	V		[어]，이게 뭐야?	「呃」，現在要做什麼？		基本	口語				基本_口語	基本_口語_	ぞんざいな返事 	喂（電話用語）	是的	哇
	初級	ㅇ	冠形詞	어떤	什麼	V		[어떤] 느낌	「什麼」感覺		基本	口語				基本_口語	基本_口語_		一些	老	這個
	初級	ㅇ	感嘆詞	여보세요	喂（電話用語）	V		[여보세요]:전화	喂（電話用語）		基本	口語				基本_口語	基本_口語_	もしもし（電話応対の時） 	是的	哇	嗯
	初級	ㅇ	感嘆詞	예	是的	V		[예]:대답	是的		基本	口語				基本_口語	基本_口語_	かしこまって丁寧な返事 	哇	嗯	不是
	初級	ㅇ	感嘆詞	와	哇	V		[와]，정말 반갑다	「哇」，真高興		基本	口語				基本_口語	基本_口語_		嗯	是的	沒有
